uniprot_id,gene_name,protein_name,seq_length,embed_idx
A0A655AFT0,pstS2_1,Phosphate ABC transporter substrate-binding protein,120,1280
A0A0T9ENI0,ERS007657_04071,Uncharacterized protein,82,1281
A0A655EMI0,ERS007661_01993,Uncharacterized protein,88,1282
A0A655EKL9,ERS007657_03987,Uncharacterized protein,94,1283
A0A0T7LZ97,PE_PGRS30,PE-PGRS family protein,220,1284
A0A654T5N6,ERS007681_00779,Uncharacterized protein,104,1285
A0A654TV40,ERS007657_00059,Uncharacterized protein,89,1286
A0A0T9EEE7,ERS007679_03926,PPE family protein,407,1287
A0A655ALD9,ERS027659_03935,Uncharacterized protein,60,1288
A0A655AVR1,ERS007720_04064,Exported repetitive protein PirG,85,1289
A0A0T9XU80,ERS007679_01359,Transposase,125,1290
A0A655CKN9,ERS007657_01499,Uncharacterized protein,90,1291
A0A654T6F3,hisD_1,Histidinol dehydrogenase,74,1292
A0A076ADQ8,pepQ,Dipeptidase pepE,310,1293
A0A0U0RS44,dnaG,DNA primase,471,1294
A0A655JCA6,ERS007739_04298,Mce associated membrane protein,160,1295
A0A654ZEX7,ERS007741_02581,Uncharacterized protein,129,1296
A0A655ATN9,ERS007739_03443,Uncharacterized protein,173,1297
A0A0U0RN31,ERS007681_02255,Uncharacterized protein,56,1298
A0A0U0REZ2,ERS007703_02839,Death on curing protein,189,1299
A0A0E9APY4,CAB90_00769,Uncharacterized protein,186,1300
A0A5Q3R3K5,htpX_2,Heat shock protein HtpX,268,1301
A0A062WJ81,ERS007657_02581,Transposase (Part1),60,1302
A0A654TUV7,coaE,Dephospho-CoA kinase,87,1303
A0A0E7Y5H0,ERS007657_00561,Uncharacterized protein,50,1304
A0A654ZU47,ERS007661_03592,Uncharacterized protein,82,1305
A0A655ARJ2,puo,Amine oxidase,127,1306
A0A654ZJ74,ERS007657_03811,Enoyl-CoA hydratase echA21,56,1307
A0A0U0R6W9,CAB90_00402,Exported repetitive protein PirG,104,1308
A0A654T8C5,cofC,Conserved hypothetical alanine rich protein,113,1309
A0A0T9VM17,A4S10_01036,Uncharacterized protein,220,1310
A0A0T9DYB3,ERS007679_00677,Uncharacterized protein,224,1311
A0A655A7C6,eccA1_3,Stage V sporulation protein K-like protein,423,1312
A0A655JGS7,ERS007661_03110,von Willebrand factor type A,220,1313
A0A0U0RP18,ERS007681_00533,Uncharacterized protein,72,1314
A0A0U0SRN9,ERS007657_02374,Uncharacterized protein,68,1315
A0A655JSY9,ERS007661_00038,Uncharacterized protein,127,1316
A0A0T9BHY5,ERS007657_02002,Transcriptional regulator,109,1317
A0A655IVU8,ERS007661_04409,Transcriptional regulator,80,1318
A0A654TP51,ERS007688_02486,Uncharacterized protein,62,1319
A0A0U0RIY6,CAB90_03878,Uncharacterized protein,131,1320
A0A0U0T413,A4S10_01845,Exported repetitive protein PirG,144,1321
A0A655DA55,ERS007657_00926,Uncharacterized protein,80,1322
A0A654TZ65,kgtP,Dicarboxylic acid transport membrane protein kGTP,242,1323
A0A0U0RDV2,ERS007657_00419,Uncharacterized protein,53,1324
A0A0U0T611,egtB,Formylglycine-generating sulfatase enzyme,91,1325
A0A655AXP7,cysK1,Cysteine synthase A,60,1326
A0A655A1S4,ERS007661_02808,PPE family protein,65,1327
A0A0U0SQK6,mapA,Methionine aminopeptidase,181,1328
A0A655HX01,ERS007661_04592,Putative phosphoribosyltransferase,93,1329
A0A0U0R0E4,ERS007679_01660,Uncharacterized protein,188,1330
A0A655AM86,yedI,Integral membrane protein,173,1331
A0A655ASP8,ERS027659_04644,Uncharacterized protein,55,1332
A0A655AS51,ERS007657_03759,Uncharacterized protein,142,1333
A0A0T9DVF0,ERS007679_03342,Uncharacterized protein,57,1334
A0A654THQ3,ERS007681_01118,Uncharacterized protein,95,1335
A0A0T9AX55,PPE33,PPE family protein,270,1336
A0A655BIS8,eryK,Cytochrome P450 123 cyp123,80,1337
A0A655AHX0,ERS027646_03385,Uncharacterized protein,57,1338
A0A0T7LNJ4,ERS007657_03557,Uncharacterized protein,77,1339
A0A0T9D298,ERS007661_00837,Uncharacterized protein,87,1340
A0A0U0RRF0,ERS007679_02903,Uncharacterized protein,89,1341
A0A654ZNS7,ERS007657_03324,Uncharacterized protein,85,1342
A0A655FGZ8,ERS007661_02990,Uncharacterized protein,62,1343
A0A0E8NSN6,A4S10_00357,Uncharacterized protein,203,1344
A0A0T9EF06,ERS007661_03621,Exported repetitive protein PirG,86,1345
A0A0U0QLI0,ERS007657_03532,Uncharacterized protein,66,1346
A0A655AXA3,ERS007661_02540,Uncharacterized protein,50,1347
A0A655JRU7,ERS007739_01834,Uncharacterized protein,128,1348
A0A655JPB6,zosA,Cation transporter P-type ATPase ctpJ,122,1349
A0A0E8BR24,sseC,Conserved protein of uncharacterized function SseC2,90,1350
A0A655G736,ERS007718_03530,Uncharacterized protein,115,1351
A0A655DWG1,ERS007679_02860,Uncharacterized protein,106,1352
A0A0U0TBP7,ERS007661_04398,Uncharacterized protein,76,1353
A0A655JKW1,ERS007661_02591,Transcriptional activator protein,346,1354
A0A655EH59,ERS007688_02010,PE family protein,281,1355
A0A655DW48,ERS007657_02274,Uncharacterized protein,108,1356
A0A0T9Y974,ERS007661_03358,Uncharacterized protein,91,1357
A0A655J015,ERS007681_04717,Uncharacterized protein,128,1358
A0A045ILF7,ERS007681_03691,Uncharacterized protein,204,1359
A0A655A816,ERS007657_03642,Galactose-1-phosphate uridylyltransferase,113,1360
A0A655FFG1,ERS007681_04203,Uncharacterized protein,76,1361
A0A0T9DZI7,ERS007718_00474,GLTT repeat (6 copies),161,1362
A0A655EAL1,ERS007681_00647,Uncharacterized protein,148,1363
A0A655FQ31,ERS007657_03563,Secreted protein,116,1364
A0A654TX47,ERS007657_00775,Uncharacterized protein,244,1365
A0A655ABV6,mrsA,Phospho-sugar mutase,283,1366
A0A654TSP3,tcrY,histidine kinase,352,1367
A0A655EAL0,dinF,DNA-damage-inducible protein F DINF,129,1368
A0A0U0SM46,ERS007657_00677,Uncharacterized protein,66,1369
A0A076AD02,argJ,Arginine biosynthesis bifunctional protein ArgJ,162,1370
A0A0U0SPM5,ERS007657_01252,Uncharacterized protein,94,1371
A0A654TGV8,nreC_2,LuxR family transcriptional regulator,282,1372
A0A0U0T5S1,ERS007688_04101,PPE family protein,79,1373
A0A655AP21,pknG,Serine/threonine protein kinase,156,1374
A0A0U0QM29,recO,DNA repair protein,147,1375
A0A0T7LI75,ERS007679_03697,Uncharacterized protein,115,1376
A0A0T7PEM4,ERS007657_01453,Uncharacterized protein,249,1377
A0A655IMN5,ERS007657_01355,"Conserved protein of uncharacterized function with PIN domain, possible toxin Va",79,1378
A0A654TZN9,ERS007657_01371,Phosphohydrolase,93,1379
A0A0T9YZU0,ERS007657_03740,Uncharacterized protein,87,1380
A0A654TXZ2,moaB2,MoaB2,93,1381
A0A0U0QXP6,ERS007681_03009,Uncharacterized protein,85,1382
A0A0U0R6W7,ERS007679_02515,Uncharacterized conserved protein (Some members contain a von Willebrand factor ,131,1383
A0A654T735,ERS007681_01228,Uncharacterized protein,88,1384
A0A655JE27,ERS007688_01519,PE family protein,96,1385
A0A654TI34,ERS007657_02018,Uncharacterized protein,76,1386
A0A655A708,ERS007741_01493,Uncharacterized protein,82,1387
A0A654ZI46,ERS007661_04531,Uncharacterized protein,67,1388
A0A654TNR4,ERS007688_02450,Uncharacterized protein,238,1389
A0A655AL78,ERS007657_03192,Uncharacterized protein,59,1390
A0A655JMP6,ERS007679_03945,Uncharacterized protein,51,1391
A0A655JNK5,ERS007688_04205,Uncharacterized protein,64,1392
A0A655J711,ERS007661_00770,Uncharacterized protein,78,1393
A0A0U0UE81,ERS007661_00096,Uncharacterized protein,82,1394
A0A655AV00,ERS007681_04797,Uncharacterized protein,54,1395
A0A0T9YFX3,fabD,Malonyl CoA-ACP transacylase,73,1396
A0A655JN92,ERS007688_03495,"Conserved protein of uncharacterized function, PPE family protein, PPE54",279,1397
A0A655AQ96,ERS007657_02544,Membrane protein,77,1398
A0A654ZHC0,mshB,N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase,127,1399
A0A655JTN6,ERS007661_01092,DoxX family protein,74,1400
A0A0T9DXZ9,ERS007679_04666,Uncharacterized protein,86,1401
A0A0U0QRD8,ilvB1,acetolactate synthase,300,1402
A0A0T7PKW6,xylB,D-xylulose kinase,62,1403
A0A655FF75,ERS007657_02634,Alpha/beta hydrolase,203,1404
A0A654ZTP8,ERS007739_03838,Soluble secreted antigen MPT53,109,1405
A0A655JSG1,ERS007657_04280,Putative integral membrane protein,58,1406
A0A654U4R5,ERS007657_03326,Propionate 3-nitronate monooxygenase,176,1407
A0A0T9VND9,ERS007741_03456,Uncharacterized protein,175,1408
A0A655J3M5,ERS007688_02511,Membrane protein,145,1409
A0A654TDH1,ERS007657_01408,Secreted protein,89,1410
A0A655FX28,ERS007661_04300,Secreted protein,68,1411
A0A655A140,ERS007657_01101,Uncharacterized protein,93,1412
A0A0U0SQF9,ERS007661_04158,Uncharacterized protein,92,1413
A0A0T9NVP7,ERS007681_02271,"Integrase, catalytic region",84,1414
A0A655JN63,mbtG,L-lysine N6-monooxygenase MbtG,356,1415
A0A0T9AQD9,ERS007657_00918,Secreted protein,99,1416
A0A0T7LQF4,gmk,Guanylate kinase,103,1417
A0A655A136,clpC,"ATPase with chaperone activity, ATP-binding subunit",577,1418
A0A654TV97,ERS007688_04709,Uncharacterized protein,56,1419
A0A0E8NS67,A4S10_01639,Uncharacterized protein,77,1420
A0A655JMF2,bbsG_3,Acyl-CoA dehydrogenase FADE34,283,1421
A0A0U0SZQ1,ERS007657_02743,Uncharacterized protein,107,1422
A0A654TH90,ERS007679_01586,Uncharacterized protein,204,1423
A0A655EXY0,ERS007657_02169,PPE family protein,59,1424
A0A655I9Z0,ERS007679_02201,Arylsulfatase AtsB,88,1425
A0A655FH49,ERS007661_02968,PE family protein,69,1426
A0A0E8VNX5,A4S10_02929,Uncharacterized protein,85,1427
A0A655A0M2,ERS007739_03205,Uncharacterized protein,75,1428
A0A655FW52,ERS007661_03841,Uncharacterized protein,118,1429
A0A0E9AF77,ERS007657_04713,Enoyl-CoA hydratase EchA7,50,1430
A0A655F0T0,ERS007661_02374,Uncharacterized protein,170,1431
A0A655EFC3,mmpL8_1,Transmembrane transporter mmpL9,587,1432
A0A0T7LCC9,ERS007681_00785,SWIM-type domain-containing protein,172,1433
A0A655IW16,ERS007718_02887,Uncharacterized protein,131,1434
A0A0T9D3W0,ERS007661_01907,Uncharacterized protein,170,1435
A0A654TSD0,ERS007657_02970,Uncharacterized protein,71,1436
A0A655FCX1,ERS007657_01815,Secreted protein,72,1437
A0A0T9DBF7,ERS007657_02543,Uncharacterized protein,67,1438
A0A655ANT6,ERS027646_03987,Methyltransferase domain,196,1439
A0A0U0TZQ4,ERS007703_01979,Uncharacterized protein,50,1440
A0A0T9ENM8,ERS007657_00084,Uncharacterized protein,164,1441
A0A654ZKW5,ERS007657_01811,Uncharacterized protein,115,1442
A0A0U0RK60,ERS007703_05326,Uncharacterized protein,106,1443
A0A654TIG1,ERS007661_00884,Uncharacterized protein,216,1444
A0A0U0QVJ3,ERS007661_04112,Uncharacterized protein,54,1445
A0A0T7LGN9,ERS007681_02328,Transposase,59,1446
A0A655AMK1,ERS007657_02074,Uncharacterized protein,109,1447
A0A655FV43,ERS007657_03278,Putative secreted protein P60-like protein,132,1448
A0A0T9CYH1,ERS007661_04229,Uncharacterized protein,54,1449
A0A0T7PU77,ERS007661_02595,Uncharacterized protein,56,1450
A0A655FH03,ERS007657_02787,Uncharacterized protein,103,1451
A0A075YPJ2,rplK,Large ribosomal subunit protein uL11,117,1452
A0A0T7PHN2,ERS007657_02533,PPE family protein,141,1453
A0A0T9Y6Q7,ERS007661_02816,"Acyltransferase, WS/DGAT/MGAT",349,1454
A0A655EXG1,ERS007661_02173,Uncharacterized protein,171,1455
A0A0U0QRB6,ERS007661_02270,Uncharacterized protein,71,1456
A0A655FEI1,ERS007661_03863,Uncharacterized protein,78,1457
A0A655A9Q5,ERS007661_04307,Uncharacterized protein,65,1458
A0A655A3F0,ERS027659_02147,Uncharacterized protein,129,1459
A0A655JMU0,ERS007679_03887,Uncharacterized protein,85,1460
A0A0T9D8X4,ERS007657_00570,Uncharacterized protein,74,1461
A0A655APJ9,ERS007681_01220,Uncharacterized protein,61,1462
A0A655F2Y2,ERS007661_02762,Uncharacterized protein,65,1463
A0A655HN11,fgd1_1,F420-dependent glucose-6-phosphate dehydrogenase,156,1464
A0A0T9BZM5,ERS007657_00405,Uncharacterized protein,312,1465
A0A655J853,ERS007661_02958,Uncharacterized protein,86,1466
A0A655EYH5,ERS007679_04520,Uncharacterized protein,150,1467
A0A0U0QNC4,ERS007661_04295,Uncharacterized protein,56,1468
A0A655AMN7,ERS007688_03225,Transmembrane protein,236,1469
A0A654TLE7,ERS007679_04481,Uncharacterized protein,204,1470
A0A655HWP6,ERS007679_01374,PE family protein,55,1471
A0A654TA87,ERS007681_02507,Uncharacterized protein,50,1472
A0A0U0SPV4,ERS007679_04507,Uncharacterized protein,108,1473
A0A0T9D0R1,ERS007661_02617,PPE family protein,59,1474
A0A0U0RIE8,dinF,DNA-damage-inducible protein F DINF,185,1475
A0A0T9YXK9,ERS007681_01104,Uncharacterized protein,88,1476
A0A655EJE4,ERS007661_01853,Secreted protein,80,1477
A0A655JJB0,ERS007679_04588,Amidohydrolase-related domain-containing protein,165,1478
A0A655AGA5,ureC,Urease subunit alpha,54,1479
A0A655ASK3,ERS007661_02447,PPE family protein,79,1480
A0A655JRI5,purT,Phosphoribosylglycinamide formyltransferase,237,1481
A0A654TE77,ERS007681_03866,Hydrolase,89,1482
A0A655AEW8,kgd,Alpha-ketoglutarate decarboxylase,264,1483
A0A655IRL1,ERS007661_01711,PPE family protein,238,1484
A0A655DJ40,ERS007720_02908,Uncharacterized protein,197,1485
A0A0T9FNR0,A4S10_01846,Uncharacterized protein,75,1486
A0A654U883,ERS007657_04369,Putative transposase,81,1487
A0A655JDY3,rne,Ribonuclease E Rne,638,1488
A0A654TMA8,ERS007688_01882,Transcriptional regulator,106,1489
A0A654TTX5,ERS007688_04086,Uncharacterized protein,105,1490
A0A0U0SM11,CAB90_03280,Uncharacterized protein,74,1491
A0A0T9VMG5,ERS007661_02507,Uncharacterized protein,246,1492
A0A655A7A3,ERS007718_04116,TetR family transcriptional regulatory protein,85,1493
A0A0T7LP25,ERS007657_00460,Uncharacterized protein,91,1494
A0A654TBR6,ERS007679_03371,PPE family protein,76,1495
A0A654TYQ3,ERS007657_01283,Secreted protein,79,1496
A0A654ZLD8,hemK,HemK protein,140,1497
A0A654ZUG6,ERS007739_02358,Uncharacterized protein,104,1498
A0A0U0SLY2,ERS007661_04236,Uncharacterized protein,116,1499
A0A0U0T0T8,CAB90_02606,Uncharacterized protein,67,1500
A0A0U0QWB3,ERS007657_00617,Uncharacterized protein,157,1501
A0A654TWC2,ERS007657_00304,Uncharacterized protein,51,1502
A0A655JK30,ERS007679_04624,Uncharacterized protein,79,1503
A0A654ZXN4,ERS007661_01335,Uncharacterized protein,64,1504
A0A0T9YJP0,ERS007661_02619,Secreted protein,124,1505
A0A0U0SD89,aftA,Transmembrane protein,126,1506
A0A654T6P5,ERS007681_01072,Uncharacterized protein,133,1507
A0A655AKG2,ERS007661_01116,Magnesium chelatase,304,1508
A0A654U3H9,ERS007657_02247,Uncharacterized protein,90,1509
A0A654TYM9,ERS007657_01146,PPE family protein,98,1510
A0A0T9CQ95,ERS007657_01085,Uncharacterized protein,104,1511
A0A654TMT9,ERS007661_02738,Transmembrane alanine and glycine rich protein,62,1512
A0A655FS70,ERS007657_03935,Uncharacterized protein,92,1513
A0A654TRA5,leuC,3-isopropylmalate dehydratase,382,1514
A0A654TDW4,ERS007657_03770,Uncharacterized protein,61,1515
A0A655FXX2,ERS007679_04676,Short chain dehydrogenase,108,1516
A0A655IN85,ERS007657_03983,Uncharacterized protein,56,1517
A0A0T9YWQ7,ERS007657_03304,Uncharacterized protein,64,1518
A0A0T9XCD8,ERS007681_03205,Uncharacterized protein,302,1519
A0A0U0SWN3,A4S10_01844,PPE family protein,50,1520
A0A655IJP9,ERS007661_03133,Transposase,89,1521
A0A0U0TLW9,ERS007688_01214,PE family protein,66,1522
A0A654TMH4,nusG,Transcription antitermination protein NusG,52,1523
A0A0U0R8B8,ERS007657_03396,Uncharacterized protein,153,1524
A0A655EAA0,ERS007741_00186,Uncharacterized protein,345,1525
A0A655AS73,ERS007661_03648,Uncharacterized protein,185,1526
A0A0T9B4Z4,ERS007657_02626,Uncharacterized protein,64,1527
A0A0T9DVR5,ERS007703_05056,Transposase,134,1528
A0A655FGY5,ERS007720_02986,Uncharacterized protein,199,1529
A0A654ZL75,modB,Molybdenum ABC transporter,77,1530
A0A0T9FWZ5,lpqN,Lipoprotein LpqN,84,1531
A0A0T9WWK4,ERS007661_00644,Exported repetitive protein PirG,139,1532
A0A0U0SQW3,ERS007661_01428,Uncharacterized protein,124,1533
A0A654U2L0,ERS007657_02613,Transmembrane protein,71,1534
A0A655A0C9,ERS007657_01502,Uncharacterized protein,194,1535
A0A0T9FAL0,ERS007703_02665,Uncharacterized protein,208,1536
A0A0T9F5L2,ERS007657_01598,Exported repetitive protein PirG,222,1537
A0A655JIF2,pks10,Chalcone synthase,192,1538
A0A655JSN0,ERS007720_04865,Uncharacterized protein,64,1539
A0A0T9FF72,ERS007657_02669,Secreted protein,63,1540
A0A654T713,ERS007679_00290,Uncharacterized protein,66,1541
A0A655J3U4,ERS007661_00026,Uncharacterized protein,92,1542
A0A655F303,ERS007657_00485,Transcriptional regulator,109,1543
A0A0U0U5A1,mqo,malate dehydrogenase (quinone),180,1544
A0A0T9C973,dnaB,Replicative DNA helicase DnaB,699,1545
A0A0E8TVM8,A4S10_01339,Type-5 uracil-DNA glycosylase,270,1546
A0A654U1A3,ERS007657_02061,Uncharacterized protein,52,1547
A0A0U0SF61,ERS007681_02729,Uncharacterized protein,202,1548
A0A654U448,ERS007657_03113,Uncharacterized protein,128,1549
A0A0T9VHF4,ERS007679_04204,Uncharacterized protein,99,1550
A0A655A165,ERS007657_03611,Uncharacterized protein,98,1551
A0A655EGQ6,ramA,Carbon-nitrogen hydrolase,205,1552
A0A654U344,ERS007657_02768,Uncharacterized protein,50,1553
A0A654TRE6,ERS007657_01017,Uncharacterized protein,116,1554
A0A655APS1,ERS007661_04100,Uncharacterized protein,54,1555
A0A655JQ38,ERS007657_02805,Uncharacterized protein,104,1556
A0A655DWR2,ERS007661_04330,Uncharacterized protein,120,1557
A0A654ZET2,ERS007657_04365,Uncharacterized protein,72,1558
A0A0T7LDD7,ERS007679_01085,Uncharacterized protein,112,1559
A0A655HYW1,ERS007679_01625,Peroxidase bpoA,213,1560
A0A654ZK66,ERS007741_03565,Uncharacterized protein,108,1561
A0A0U0QUT3,ERS007661_03488,Uncharacterized protein,104,1562
A0A0E7ZGQ8,emrE,EmrE,62,1563
A0A655JH67,ERS007718_04129,Uncharacterized protein,222,1564
A0A0T7M1Z2,ERS007679_04703,Uncharacterized protein,80,1565
Q50812,ERS007681_02838,Uncharacterized protein,158,1566
A0A0U0QQB9,ERS007661_01555,Uncharacterized protein,111,1567
A0A655FPE6,ERS007657_03947,Uncharacterized protein,52,1568
A0A0U0S1I7,ERS007657_02213,GntR family transcriptional regulator,161,1569
A0A0T9FZT4,ERS007661_01266,Uncharacterized protein,168,1570
A0A655FAA4,ERS007681_00782,Uncharacterized protein,195,1571
A0A655E8R0,ERS007657_00975,Uncharacterized protein,224,1572
A0A655HWU5,ERS007679_01398,Polyketide synthase Pks17,182,1573
A0A655J189,ERS007661_03077,Secreted protein,124,1574
A0A655A9C0,ERS007679_03807,Uncharacterized protein,78,1575
A0A655EZL5,ERS007661_02249,Uncharacterized protein,103,1576
A0A654TH15,metE,5-methyltetrahydropteroyltriglutamate--homocysteinee S-methyltransferase,237,1577
A0A655J7U5,ERS007688_01944,Uncharacterized protein,174,1578
A0A655AR10,coaE,Dephospho-CoA kinase,135,1579
A0A0T7LMI2,ERS007681_00726,Uncharacterized protein,117,1580
A0A0T9YSU5,ERS007661_02888,Uncharacterized protein,174,1581
A0A0U0SMG9,ERS007679_02810,Uncharacterized protein,80,1582
A0A654TNG9,ERS007681_02430,Uncharacterized protein,95,1583
A0A654U5W8,ERS007657_03651,Uncharacterized protein,57,1584
A0A0U0RKI3,ERS007679_04395,Secreted protein,121,1585
A0A655F7I2,ERS007657_03657,Uncharacterized protein,80,1586
A0A0T9E0D3,ERS007681_03518,Uncharacterized protein,114,1587
A0A655APZ3,ERS027646_04410,Uncharacterized protein,69,1588
A0A655IXV0,ERS007679_02472,Uncharacterized protein,194,1589
A0A0T9G272,ERS007661_04521,ACT domain-containing protein,53,1590
A0A655AHT0,ERS027646_03330,Transmembrane protein,106,1591
A0A655IJR1,ERS007679_02811,Uncharacterized protein,80,1592
A0A655G0F4,ERS007661_04565,Uncharacterized protein,90,1593
A0A0T9B3S2,ERS007657_00964,Uncharacterized protein,214,1594
A0A654TSH8,ERS007679_03164,MoxR-like ATPase,180,1595
A0A655AC19,ERS007661_04443,Uncharacterized protein,70,1596
A0A654TA19,ERS007681_02445,Uncharacterized protein,247,1597
A0A655EMV5,ERS007661_01788,Uncharacterized protein,87,1598
A0A654TWJ5,fdxB_2,Electron transfer protein FDXB,328,1599
A0A655AA86,dmpP,Monooxygenase,208,1600
A0A655EZK5,ERS007688_02183,Uncharacterized protein,221,1601
A0A655IP58,ERS007657_03872,Exported repetitive protein PirG,64,1602
A0A654TAC7,ERS007681_02444,Uncharacterized protein conserved in bacteria (DUF2332),221,1603
A0A0T9DJS3,ERS007703_03925,Uncharacterized protein,57,1604
A0A0T9YGL2,pcd,Piperideine-6-carboxilic acid dehydrogenase,136,1605
A0A654ZMT9,ERS007657_03134,Uncharacterized protein,123,1606
A0A654ZZ90,ERS027646_04102,Uncharacterized protein,190,1607
A0A0T9YY71,ERS007703_02252,PE family protein,55,1608
A0A655A6L3,ERS007688_02637,Uncharacterized protein,152,1609
A0A0T9DT71,ERS007657_00917,Uncharacterized protein,56,1610
A0A655DCC5,opd,Parathion hydrolase,415,1611
A0A655F4W5,ERS007661_02510,Uncharacterized protein,114,1612
A0A654ZP25,ERS007661_02814,Uncharacterized protein,84,1613
A0A655JJX0,ERS007657_02848,Uncharacterized protein,121,1614
A0A654T6G7,ERS007657_00816,Uncharacterized protein,212,1615
A0A655A330,fadD36,Fatty-acid-CoA ligase,217,1616
A0A0U0TXN5,ERS007657_00369,Uncharacterized protein,85,1617
A0A0T9P3H0,ERS007718_04262,PPE family protein,72,1618
A0A0T9ESU0,ERS053720_02952,Transposase,90,1619
A0A654TT19,ERS007688_03962,Uncharacterized protein,76,1620
A0A654ZK44,ERS007720_04226,Transposase,97,1621
A0A655FS83,ERS007661_03492,Uncharacterized protein,84,1622
A0A654THP6,ERS007657_03071,Secreted protein,125,1623
A0A0T9DTN3,ERS007679_03700,Secreted protein,110,1624
A0A655AL17,ERS027659_03902,Acyl-CoA synthetase,202,1625
